user_id,avg_days_between_orders
1108,15.5
1109,8.615384615
1110,19.6
1111,8.692307692
1112,15.16666667
1113,21.4
1114,22
1115,12
1116,12.625
1117,13.16666667
1118,13.8
1119,25
1120,4.066666667
1121,16.8
1122,9.619047619
1123,14.625
1124,18.63636364
1125,10.83333333
1126,22.45454545
1127,13
1128,22.77777778
1129,5
1130,6.22
1131,10.125
1132,10.46153846
1133,18
1134,3.090909091
1135,17.8
1136,12.34615385
1137,17.1875
1138,5.05
1139,12.03333333
1140,13
1141,7.35483871
1142,9.205128205
1143,18.5
1144,19.5
1145,5.75
1146,12.75
1147,12.5625
1148,10
1149,5.6
1150,4.104166667
1151,24.66666667
1152,23
1153,22
1154,10.5
1155,11.78947368
1156,16.29411765
1157,4.75
1158,14.4
1159,20.66666667
1160,25
1161,11.7
1162,9.217391304
1163,14.33333333
1164,4.620253165
1165,10.79166667
1166,15.5
1167,9.666666667
1168,10.75
1169,9.071428571
1170,14.70588235
1171,8.5
1172,9
1173,6.303571429
1174,22.5
1175,20.83333333
1176,12.58333333
1177,6.884615385
1178,21.91666667
1179,18.36363636
1180,20.66666667
1181,20.54545455
1182,17
1183,18.8
1184,9.222222222
1185,16.45454545
1186,10.38888889
1187,5
1188,9.454545455
1189,10.75
1190,10.25
1191,7.4375
1192,19.75
1193,12.75
1194,16.4
1195,17.4
1196,14.04347826
1197,4.666666667
1198,14
1199,8.068181818
1200,21.4
1201,23.71428571
1202,5.887096774
1203,6.555555556
1204,15.45454545
1205,17.14285714
1206,6.631578947
1207,18.66666667
1208,25
1209,9.111111111
1210,15.83333333
1211,5.2
1212,10.46666667
1213,5.255813953
1214,22.125
1215,18.33333333
1216,7.379310345
1217,8.2
1218,3.5
1219,9.04
1220,12.875
1221,7.592592593
1222,18.4
1223,7
1224,14.38461538
1225,11.7037037
1226,2.833333333
1227,15.8
1228,22.25
1229,22.5
1230,14
1231,15.88235294
1232,11.04
1233,19.88888889
1234,8.789473684
1235,17.55555556
1236,10.33333333
1237,10.20689655
1238,12.13333333
1239,14.75
1240,4.80952381
1241,18.42857143
1242,4.208333333
1243,17.18181818
1244,14.7
1245,19.33333333
1246,3.320754717
1247,13.66666667
1248,21.5
1249,15.10526316
1250,5.888888889
1251,11.9
1252,15.78571429
1253,9.25
1254,13.80769231
1255,7.857142857
1256,15.33333333
1257,22.25
1258,8.25
1259,8.066666667
1260,14
1261,17.6
1262,22.25
1263,11.51851852
1264,7.137254902
1265,20.83333333
1266,14.35714286
1267,11.71428571
1268,6.833333333
1269,5.833333333
1270,14.76923077
1271,7.428571429
1272,14.3
1273,18.875
1274,24.09090909
1275,10.42857143
1276,11.7
1277,18.71428571
1278,17
1279,18.33333333
1280,8.870967742
1281,10.45454545
1282,18.6
1283,5.083333333
1284,18.18181818
1285,4.936170213
1286,20
1287,17
1288,8.666666667
1289,15
1290,9.545454545
1291,5.523809524
1292,15.28571429
1293,6.761904762
1294,7.25
1295,18.16666667
1296,16.4375
1297,11.28571429
1298,20.33333333
1299,22.22222222
1300,8.142857143
1301,19.38461538
1302,22.5
1303,14
1304,8.8
1305,12.16666667
1306,4.428571429
1307,24
1308,22.5
1309,14.3125
1310,2.24
1311,4.722222222
1312,17.83333333
1313,4.75
1314,11.5
1315,18.3
1316,15.22222222
1317,22.55555556
1318,8.75
1319,18.42857143
1320,10.84615385
1321,16.94444444
1322,23.2
1323,9.75
1324,13
1325,15.22222222
1326,11.88888889
1327,9.916666667
1328,9.9
1329,19.25
1330,12.125
1331,18.83333333
1332,16
1333,17.5
1334,13.93333333
1335,10.45454545
1336,10.42857143
1337,21
1338,14.82352941
1339,18.625
1340,15
1341,23.5
1342,7.428571429
1343,11.75
1344,12.28571429
1345,15.1875
1346,15.76923077
1347,13.5
1348,14.5
1349,12.47826087
1350,9.642857143
1351,16.66666667
1352,10.63333333
1353,23.375
1354,17.57142857
1355,16.72727273
1356,18.5
1357,24.55555556
1358,20.85714286
1359,7.428571429
1360,16.55
1361,18.84615385
1362,21.6
1363,17.25
1364,14.57142857
1365,11.03125
1366,5.625
1367,19
1368,7.055555556
1369,22.5
1370,14.28571429
1371,22.66666667
1372,14.28571429
1373,11.18181818
1374,20
1375,14.38888889
1376,9.833333333
1377,11.15384615
1378,4.55
1379,14.45454545
1380,13.375
1381,9
1382,9.903225806
1383,11.75
1384,12.8
1385,17
1386,19.92857143
1387,11.20833333
1388,10.42857143
1389,17.6
1390,9.857142857
1391,16.81818182
1392,25.71428571
1393,18.33333333
1394,20.875
1395,17.5
1396,9.382352941
1397,14.38461538
1398,13.5
1399,5.5
1400,12.52631579
1401,14.36363636
1402,12.35714286
1403,13.125
1404,8.735294118
1405,6.526315789
1406,9.529411765
1407,22.85714286
1408,13.25
1409,13.64705882
1410,8.263157895
1411,18.85714286
1412,14.08695652
1413,5.333333333
1414,11.28571429
1415,7.818181818
1416,16.25
1417,2.909090909
1418,19.41666667
1419,21.75
1420,3.64
1421,8
1422,22.33333333
1423,7.875
1424,5.338235294
1425,14.6
1426,17.31578947
1427,5.223880597
1428,1.94
1429,20.875
1430,9
1431,21.11111111
1432,12.23809524
1433,18.72727273
1434,4.5
1435,20.5
1436,17.66666667
1437,19
1438,7.18
1439,18.57142857
1440,17.5
1441,19.77777778
1442,13.42857143
1443,10.82352941
1444,16.07142857
1445,17.75
1446,13.6
1447,11.08333333
1448,19
1449,22
1450,11.57142857
1451,17.84615385
1452,12.85714286
1453,4.8125
1454,11.27272727
1455,17
1456,14.8
1457,19
1458,14.57142857
1459,13.8
1460,18
1461,16.66666667
1462,16.6
1463,15.42857143
1464,11.94117647
1465,16.5
1466,13.61111111
1467,13.25
1468,15.5
1469,5.25
1470,10.875
1471,6.8
1472,16.75
1473,11.48387097
1474,18.77777778
1475,23.88888889
1476,8.782608696
1477,12.25
1478,21.76923077
1479,12.54545455
1480,8.295454545
1481,2.466666667
1482,17.14285714
1483,14.03846154
1484,13.94736842
1485,20.25
1486,15.71428571
1487,8.382352941
1488,22.5
1489,21.1875
1490,9.95
1491,7.875
1492,14.77777778
1493,15.2
1494,7.642857143
1495,24.5
1496,11.12
1497,20.45454545
1498,9.333333333
1499,20.2
1500,10.6
1501,13.09090909
1502,20.75
1503,24.25
1504,9.857142857
1505,14.71428571
1506,10.21428571
1507,20.75
1508,20.5
1509,8.068181818
1510,12.18181818
1511,16.4
1512,16.25
1513,20.57142857
1514,10.5
1515,18.5
1516,11.5
1517,12.2
1518,15.71428571
1519,7.458333333
1520,14.09090909
1521,13.25
1522,16.8
1523,2.090909091
1524,17.2
1525,7.333333333
1526,7.306122449
1527,6.118644068
1528,18.75
1529,10.83333333
1530,15.94444444
1531,7.12244898
1532,5.541666667
1533,22.5
1534,15
1535,11.03448276
1536,12.83333333
1537,4.540540541
1538,6.618181818
1539,14.875
1540,6.517241379
1541,16.18181818
1542,6.886792453
1543,22.71428571
1544,10.04761905
1545,6.05
1546,7.28
1547,9.105263158
1548,9.357142857
1549,3.02
1550,9.857142857
1551,16.77777778
1552,23.875
1553,7.195652174
1554,19.75
1555,21.2
1556,20.38461538
1557,23.375
1558,9.5
1559,17.75
1560,18.25
1561,13.28571429
1562,6.333333333
1563,3.19
1564,11.125
1565,21
1566,6.461538462
1567,10.5
1568,0.75
1569,8.25
1570,10.61538462
1571,13.33333333
1572,14.2
1573,25
1574,7.380952381
1575,10.75757576
1576,10
1577,13.85714286
1578,17.5
1579,12.71428571
1580,18.5
1581,5.730769231
1582,25
1583,5.428571429
1584,3.25
1585,16.75
1586,18
1587,19.88888889
1588,19
1589,6.375
1590,2.25
1591,6.5
1592,16.28571429
1593,20.4
1594,15.28571429
1595,10.95833333
1596,8
1597,16.21428571
1598,7
1599,14.5
1600,16.33333333
1601,14.5
1602,19.3
1603,11.33333333
1604,22.5
1605,9.888888889
1606,13.13636364
1607,18.53846154
1608,11.75
1609,15.72222222
1610,16.08333333
1611,18.69230769
1612,17.75
1613,13.76190476
1614,19.23529412
1615,7.156862745
1616,10
1617,6.526315789
1618,11.2
1619,7.285714286
1620,18.58333333
1621,6.422222222
1622,9.533333333
1623,13.80952381
1624,20.44444444
1625,12.90909091
1626,5.5
1627,12.78571429
1628,20
1629,9.189189189
1630,9.8
1631,17.75
1632,22.5
1633,25
1634,5.4
1635,5.733333333
1636,17.76923077
1637,16
1638,18.76923077
1639,8.571428571
1640,6.538461538
1641,7.428571429
1642,8.9
1643,4.375
1644,9.375
1645,24
1646,14.91666667
1647,20.18181818
1648,6.952380952
1649,22.5
1650,16.70588235
1651,16.6
1652,8.333333333
1653,19.66666667
1654,14.64285714
1655,4.25
1656,12.5
1657,14.16666667
1658,7.484848485
1659,11.65
1660,16.33333333
1661,15.6
1662,14.3
1663,16.5
1664,5
1665,8.725
1666,3.53
1667,20.6
1668,1.75
1669,15
1670,5.5625
1671,8.133333333
1672,13.63636364
1673,8.85
1674,9.555555556
1675,22.5
1676,16
1677,15.40909091
1678,21.71428571
1679,17.7
1680,7.558139535
1681,8.111111111
1682,6.3
1683,3.03
1684,10.75
1685,14.23529412
1686,20.25
1687,22.66666667
1688,17
1689,12.25
1690,13.28571429
1691,4.833333333
1692,10.55555556
1693,20.6
1694,5.25
1695,16.11764706
1696,15.6
1697,14.65217391
1698,24.36363636
1699,6.759259259
1700,23.6
1701,16.22222222
1702,6.230769231
1703,9.363636364
1704,6.208333333
1705,8.735294118
1706,14.60869565
1707,11.29411765
1708,17.77777778
1709,14.6
1710,22.5
1711,4.5
1712,12.9047619
1713,4
1714,5.833333333
1715,12.13333333
1716,5.609375
1717,17
1718,24.16666667
1719,17.06666667
1720,24
1721,7.630434783
1722,12.43478261
1723,12.75
1724,8.25
1725,7.5625
1726,22.25
1727,8.804878049
1728,22.5
1729,16.90909091
1730,16.80952381
1731,20.25
1732,13.64705882
1733,8
1734,13.4
1735,2.8
1736,21
1737,11
1738,13.66666667
1739,8.619047619
1740,22.5
1741,9.130434783
1742,10
1743,9.72972973
1744,12
1745,19.4
1746,15
1747,26.25
1748,8.707317073
1749,13.3
1750,9.638888889
1751,7.823529412
1752,13.42105263
1753,6.103448276
1754,4.84
1755,7.260869565
1756,20.5
1757,13.57142857
1758,11.16666667
1759,5.93442623
1760,15.125
1761,12.4
1762,21.2
1763,17.08333333
1764,8.435897436
1765,15.5
1766,17.6875
1767,14.75
1768,9.285714286
1769,9.916666667
1770,14.29166667
1771,23.25
1772,7.857142857
1773,8
1774,22.85714286
1775,15.375
1776,4.240963855
1777,15.6
1778,16
1779,19.14285714
1780,13.5
1781,12.07142857
1782,17.7
1783,13.4
1784,13.41176471
1785,10.33333333
1786,13
1787,15.42857143
1788,13.5
1789,9.333333333
1790,17.33333333
1791,12.06666667
1792,23.14285714
1793,6.05
1794,12.25
1795,12.62962963
1796,7
1797,20
1798,14.625
1799,3.857142857
1800,13.2
1801,10.5
1802,11.15
1803,10.47826087
1804,10
1805,9.125
1806,24.875
1807,13.77777778
1808,24
1809,9.702702703
1810,11
1811,10.26666667
1812,13.5
1813,11.35714286
1814,3.943396226
1815,10.35294118
1816,6.5
1817,20
1818,17.4
1819,5.6875
1820,17.09090909
1821,18.5
1822,19.57142857
1823,25
1824,16.14285714
1825,19.8
1826,20
1827,17.25
1828,16.33333333
1829,16.85714286
1830,8.322580645
1831,15
1832,13.21428571
1833,7.9
1834,15.16666667
1835,22.5
1836,19.77777778
1837,4.101123596
1838,10.38709677
1839,11.33333333
1840,8.973684211
1841,7
1842,12.23529412
1843,16.375
1844,6.071428571
1845,23.5
1846,11.5
1847,20.14285714
1848,23.14285714
1849,20.625
1850,5.950819672
1851,13.05
1852,15.75
1853,19.125
1854,16
1855,21.6
1856,9
1857,20.75
1858,21
1859,9.230769231
1860,20.6
1861,13.8
1862,5.681818182
1863,9.357142857
1864,19.57142857
1865,13.5
1866,3.653061224
1867,17.28571429
1868,2.71
1869,9.8
1870,24
1871,16.45454545
1872,11.28571429
1873,15.42857143
1874,11.47619048
1875,13.57142857
1876,15.5
1877,15
1878,5
1879,15
1880,25
1881,22.6
1882,19.33333333
1883,10.375
1884,6.227272727
1885,13.38461538
1886,7.592592593
1887,12.26666667
1888,7.866666667
1889,13.9047619
1890,11.07692308
1891,21.5
1892,8.111111111
1893,13.28571429
1894,18.25
1895,14.28571429
1896,12.75
1897,15
1898,22.66666667
1899,13.12
1900,7.5
1901,15.3
1902,11.6
1903,15.33333333
1904,8
1905,17.83333333
1906,11
1907,7.75
1908,16.11111111
1909,5.4
1910,14.33333333
1911,10.8
1912,12.42857143
1913,19.11111111
1914,8.4
